Date,Open,High,Low,Close,Previous_close,Volume
10/1/2020,11364.4502,11428.59961,11347.04981,11416.9502,"11,247.55",447700
10/5/2020,11487.79981,11578.04981,11452.29981,11503.34961,11416.9502,530600
10/6/2020,11603.4502,11680.29981,11564.29981,11662.40039,11503.34961,561400
10/7/2020,11679.25,11763.04981,11629.34961,11738.84961,11662.40039,513400
10/8/2020,11835.40039,11905.7002,11791.15039,11834.59961,11738.84961,608800
10/9/2020,11852.04981,11938.59961,11805.2002,11914.2002,11834.59961,611100
10/12/2020,11973.54981,12022.04981,11867.2002,11930.9502,11914.2002,522600
10/13/2020,11934.65039,11988.2002,11888.90039,11934.5,11930.9502,458300
10/14/2020,11917.40039,11997.2002,11822.15039,11971.04981,11934.5,569200
10/15/2020,12023.4502,12025.4502,11661.29981,11680.34961,11971.04981,608900
10/16/2020,11727.40039,11789.75,11667.84961,11762.4502,11680.34961,555800
10/19/2020,11879.2002,11898.25,11820.40039,11873.04981,11762.4502,541400
10/20/2020,11861,11949.25,11837.25,11896.79981,11873.04981,453600
10/21/2020,11958.54981,12018.65039,11775.75,11937.65039,11896.79981,623700
10/22/2020,11890,11939.54981,11823.4502,11896.4502,11937.65039,544900
10/23/2020,11957.90039,11974.54981,11908.75,11930.34961,11896.4502,502300
10/26/2020,11937.40039,11942.84961,11711.7002,11767.75,11930.34961,519800
10/27/2020,11807.09961,11899.04981,11723,11889.40039,11767.75,616300
10/28/2020,11922.59961,11929.40039,11684.84961,11729.59961,11889.40039,704000
10/29/2020,11633.29981,11744.15039,11606.4502,11670.79981,11729.59961,555000
10/30/2020,11678.4502,11748.9502,11535.4502,11642.40039,11670.79981,553700
11/2/2020,11697.34961,11725.65039,11557.40039,11669.15039,11642.40039,568400
11/3/2020,11734.4502,11836.2002,11723.29981,11813.5,11669.15039,674300
11/4/2020,11783.34961,11929.65039,11756.40039,11908.5,11813.5,667300
11/5/2020,12062.40039,12131.09961,12027.59961,12120.29981,11908.5,632500
11/6/2020,12156.65039,12280.40039,12131.84961,12263.54981,12120.29981,576800
11/9/2020,12399.40039,12474.04981,12367.34961,12461.04981,12263.54981,553400
11/10/2020,12556.40039,12643.90039,12475.25,12631.09961,12461.04981,847500
11/11/2020,12680.59961,12769.75,12571.09961,12749.15039,12631.09961,880500
11/12/2020,12702.15039,12741.15039,12624.84961,12690.79981,12749.15039,622000
11/13/2020,12659.7002,12735.9502,12607.7002,12719.9502,12690.79981,513900
11/14/2020,null,null,null,null,12719.9502,null
11/17/2020,12932.5,12934.04981,12797.09961,12874.2002,null,707700
11/18/2020,12860.09961,12948.84961,12819.34961,12938.25,12874.2002,731300
11/19/2020,12839.5,12963,12745.75,12771.7002,12938.25,768800
11/20/2020,12813.40039,12892.4502,12730.25,12859.04981,12771.7002,664000
11/23/2020,12960.29981,12968.84961,12825.7002,12926.4502,12859.04981,633100
11/24/2020,13002.59961,13079.09961,12978,13055.15039,12926.4502,571900
11/25/2020,13130,13145.84961,12833.65039,12858.40039,13055.15039,679000
11/26/2020,12906.4502,13018,12790.40039,12987,12858.40039,549800
11/27/2020,13012.04981,13035.29981,12914.29981,12968.9502,12987,1162400
12/1/2020,13062.2002,13128.40039,12962.79981,13109.04981,12968.9502,583600
12/2/2020,13121.40039,13128.5,12983.54981,13113.75,13109.04981,717700
12/3/2020,13215.29981,13216.59961,13107.90039,13133.90039,13113.75,713700
12/4/2020,13177.40039,13280.04981,13152.84961,13258.54981,13133.90039,640500
12/7/2020,13264.84961,13366.65039,13241.9502,13355.75,13258.54981,591700
12/8/2020,13393.84961,13435.4502,13311.04981,13392.9502,13355.75,543200
12/9/2020,13458.09961,13548.90039,13449.59961,13529.09961,13392.9502,502600
12/10/2020,13488.5,13503.54981,13399.29981,13478.29981,13529.09961,553400
12/11/2020,13512.29981,13579.34961,13402.84961,13513.84961,13478.29981,787700
12/14/2020,13571.4502,13597.5,13472.4502,13558.15039,13513.84961,558400
12/15/2020,13547.2002,13589.65039,13447.04981,13567.84961,13558.15039,497600
12/16/2020,13663.09961,13692.34961,13606.4502,13682.7002,13567.84961,462200
12/17/2020,13713.54981,13773.25,13673.54981,13740.7002,13682.7002,416000
12/18/2020,13764.40039,13772.84961,13658.59961,13760.54981,13740.7002,519400
12/21/2020,13741.90039,13777.5,13131.4502,13328.40039,13760.54981,687300
12/22/2020,13373.65039,13492.04981,13192.90039,13466.29981,13328.40039,696200
12/23/2020,13473.5,13619.4502,13432.2002,13601.09961,13466.29981,458700
12/24/2020,13672.15039,13771.75,13626.90039,13749.25,13601.09961,471400
12/28/2020,13815.15039,13885.29981,13811.54981,13873.2002,13749.25,403600
12/29/2020,13910.34961,13967.59961,13859.90039,13932.59961,13873.2002,439600
12/30/2020,13980.90039,13997,13864.9502,13981.9502,13932.59961,380700
12/31/2020,13970,14024.84961,13936.4502,13981.75,13981.9502,452400
1/1/2021,13996.09961,14049.84961,13991.34961,14018.5,13981.75,358100
1/4/2021,14104.34961,14147.9502,13953.75,14132.90039,14018.5,495000
1/5/2021,14075.15039,14215.59961,14048.15039,14199.5,14132.90039,492500
1/6/2021,14240.9502,14244.15039,14039.90039,14146.25,14199.5,632300
1/7/2021,14253.75,14256.25,14123.09961,14137.34961,14146.25,559200
1/8/2021,14258.40039,14367.29981,14221.65039,14347.25,14137.34961,613500
1/11/2021,14474.04981,14498.2002,14383.09961,14484.75,14347.25,672900
1/12/2021,14473.79981,14590.65039,14432.84961,14563.4502,14484.75,929600
1/13/2021,14639.79981,14653.34961,14435.7002,14564.84961,14563.4502,874000
1/14/2021,14550.04981,14617.79981,14471.5,14595.59961,14564.84961,620200
1/15/2021,14594.34961,14617.4502,14357.84961,14433.7002,14595.59961,789600
1/18/2021,14453.29981,14459.15039,14222.79981,14281.29981,14433.7002,762000
1/19/2021,14371.65039,14546.04981,14350.84961,14521.15039,14281.29981,546100
1/20/2021,14538.29981,14666.4502,14517.54981,14644.7002,14521.15039,623100
1/21/2021,14730.9502,14753.54981,14517.25,14590.34961,14644.7002,704600
1/22/2021,14583.40039,14619.90039,14357.75,14371.90039,14590.34961,776800
1/25/2021,14477.79981,14491.09961,14218.59961,14238.90039,14371.90039,618600
1/27/2021,14237.9502,14237.9502,13929.29981,13967.5,14238.90039,660700
1/28/2021,13810.40039,13898.25,13713.25,13817.54981,13967.5,637900
1/29/2021,13946.59961,13966.84961,13596.75,13634.59961,13817.54981,753200
2/1/2021,13758.59961,14336.34961,13661.75,14281.2002,13634.59961,870500
2/2/2021,14481.09961,14731.7002,14469.15039,14647.84961,14281.2002,915000
2/3/2021,14754.90039,14868.84961,14574.15039,14789.9502,14647.84961,869500
2/4/2021,14789.04981,14913.7002,14714.75,14895.65039,14789.9502,884700
2/5/2021,14952.59961,15014.65039,14864.75,14924.25,14895.65039,935600
2/8/2021,15064.29981,15159.90039,15041.04981,15115.79981,14924.25,671200
2/9/2021,15164.15039,15257.09961,15064.29981,15109.29981,15115.79981,713300
2/10/2021,15119.04981,15168.25,14977.2002,15106.5,15109.29981,624800
2/11/2021,15073.25,15188.5,15065.40039,15173.29981,15106.5,500100
2/12/2021,15186.2002,15243.5,15081,15163.29981,15173.29981,571800
2/15/2021,15270.29981,15340.15039,15243.40039,15314.7002,15163.29981,456000
2/16/2021,15371.4502,15431.75,15242.2002,15313.4502,15314.7002,648500
2/17/2021,15279.90039,15314.29981,15170.75,15208.90039,15313.4502,504800
2/18/2021,15238.7002,15250.75,15078.04981,15118.9502,15208.90039,770600
2/19/2021,15074.79981,15144.04981,14898.2002,14981.75,15118.9502,712200
2/22/2021,14999.04981,15010.09961,14635.04981,14675.7002,14981.75,609900
2/23/2021,14782.25,14854.5,14651.84961,14707.79981,14675.7002,744100
2/24/2021,14729.15039,15008.79981,14504.5,14982,14707.79981,403800
2/25/2021,15079.84961,15176.5,15065.34961,15097.34961,14982,803900
2/26/2021,14888.59961,14919.4502,14467.75,14529.15039,15097.34961,1103600
3/1/2021,14702.5,14806.79981,14638.54981,14761.54981,14529.15039,507300
3/2/2021,14865.29981,14959.09961,14760.79981,14919.09961,14761.54981,621700
3/3/2021,15064.40039,15273.15039,14995.79981,15245.59961,14919.09961,544200
3/4/2021,15026.75,15202.34961,14980.2002,15080.75,15245.59961,534900
3/5/2021,14977.9502,15092.34961,14862.09961,14938.09961,15080.75,640700
3/8/2021,15002.4502,15111.15039,14919.90039,14956.2002,14938.09961,0
3/9/2021,15049.90039,15126.84961,14925.4502,15098.40039,14956.2002,675300
3/10/2021,15202.15039,15218.4502,15100.84961,15174.79981,15098.40039,404600
3/12/2021,15321.15039,15336.29981,14953.59961,15030.9502,15174.79981,493200
3/15/2021,15048.40039,15048.40039,14745.84961,14929.5,15030.9502,467500
3/16/2021,14996.09961,15051.59961,14890.65039,14910.4502,14929.5,100
3/17/2021,14946.54981,14956.54981,14696.04981,14721.29981,14910.4502,100
3/18/2021,14855.5,14875.2002,14478.59961,14557.84961,14721.29981,542200
3/19/2021,14471.15039,14788.25,14350.09961,14744,14557.84961,919200
3/22/2021,14736.29981,14763.90039,14597.84961,14736.40039,14744,459000
3/23/2021,14768.54981,14878.59961,14707,14814.75,14736.40039,474200
3/24/2021,14712.4502,14752.34961,14535,14549.40039,14814.75,456400
3/25/2021,14570.90039,14575.59961,14264.40039,14324.90039,14549.40039,606800
3/26/2021,14506.29981,14572.90039,14414.25,14507.29981,14324.90039,481000
3/30/2021,14628.5,14876.29981,14617.59961,14845.09961,14507.29981,594500
3/31/2021,14811.84961,14813.75,14670.25,14690.7002,14845.09961,463900
4/1/2021,14798.40039,14883.2002,14692.4502,14867.34961,14690.7002,445000
4/5/2021,14837.7002,14849.84961,14459.5,14637.79981,14867.34961,509700
4/6/2021,14737,14779.09961,14573.90039,14683.5,14637.79981,475300
4/7/2021,14716.4502,14879.79981,14649.84961,14819.04981,14683.5,0
4/8/2021,14875.65039,14984.15039,14821.09961,14873.79981,14819.04981,514800
4/9/2021,14882.65039,14918.4502,14785.65039,14834.84961,14873.79981,504100
4/12/2021,14644.65039,14652.5,14248.7002,14310.79981,14834.84961,650200
4/13/2021,14364.90039,14528.90039,14274.90039,14504.79981,14310.79981,605100
4/15/2021,14522.40039,14597.54981,14353.2002,14581.4502,14504.79981,568000
4/16/2021,14599.59961,14697.7002,14559,14617.84961,14581.4502,577200
4/19/2021,14306.59961,14382.29981,14191.40039,14359.4502,14617.84961,512300
4/20/2021,14526.7002,14526.9502,14207.29981,14296.40039,14359.4502,467400
4/22/2021,14219.15039,14424.75,14151.40039,14406.15039,14296.40039,524600
4/23/2021,14326.34961,14461.15039,14273.29981,14341.34961,14406.15039,498100
4/26/2021,14449.4502,14557.5,14421.29981,14485,14341.34961,452700
4/27/2021,14493.79981,14667.54981,14484.84961,14653.04981,14485,451800
4/28/2021,14710.5,14890.25,14694.9502,14864.54981,14653.04981,457000
4/29/2021,14979,15044.34961,14814.4502,14894.90039,14864.54981,517500
4/30/2021,14747.34961,14855.4502,14601.7002,14631.09961,14894.90039,613900
5/3/2021,14481.04981,14673.84961,14416.25,14634.15039,14631.09961,448900
5/4/2021,14687.25,14723.40039,14461.5,14496.5,14634.15039,503400
5/5/2021,14604.15039,14637.90039,14506.59961,14617.84961,14496.5,455900
5/6/2021,14668.34961,14743.90039,14611.5,14724.79981,14617.84961,467800
5/7/2021,14816.84961,14863.04981,14765.5,14823.15039,14724.79981,488000
5/10/2021,14928.25,14966.90039,14892.5,14942.34961,14823.15039,522000
5/11/2021,14789.7002,14900,14771.40039,14850.75,14942.34961,647400
5/12/2021,14823.54981,14824.04981,14649.7002,14696.5,14850.75,643800
5/14/2021,14749.40039,14749.65039,14591.90039,14677.79981,14696.5,620700
5/17/2021,14756.25,14938,14725.34961,14923.15039,14677.79981,546400
5/18/2021,15067.2002,15137.25,15043.7002,15108.09961,14923.15039,583900
5/19/2021,15058.59961,15133.40039,15008.84961,15030.15039,15108.09961,569100
5/20/2021,15042.59961,15069.79981,14884.90039,14906.04981,15030.15039,480300
5/21/2021,14987.79981,15190,14985.84961,15175.29981,14906.04981,572900
5/24/2021,15211.34961,15256.25,15145.4502,15197.7002,15175.29981,579800
5/25/2021,15291.75,15293.84961,15163.40039,15208.4502,15197.7002,441500
5/26/2021,15257.04981,15319.90039,15194.9502,15301.4502,15208.4502,384000
5/27/2021,15323.9502,15384.54981,15272.5,15337.84961,15301.4502,0
5/28/2021,15421.2002,15469.65039,15394.75,15435.65039,15337.84961,468100
5/31/2021,15437.75,15606.34961,15374,15582.79981,15435.65039,436000
6/1/2021,15629.65039,15660.75,15528.29981,15574.84961,15582.79981,409600
6/2/2021,15520.34961,15597.4502,15459.84961,15576.2002,15574.84961,428600
6/3/2021,15655.54981,15705.09961,15611,15690.34961,15576.2002,410200
6/4/2021,15712.5,15733.59961,15622.34961,15670.25,15690.34961,414200
6/7/2021,15725.09961,15773.4502,15678.09961,15751.65039,15670.25,394000
6/8/2021,15773.90039,15778.79981,15680,15740.09961,15751.65039,378200
6/9/2021,15766.29981,15800.4502,15566.90039,15635.34961,15740.09961,457900
6/10/2021,15692.09961,15751.25,15648.5,15737.75,15635.34961,298300
6/11/2021,15796.4502,15835.54981,15749.79981,15799.34961,15737.75,363000
6/14/2021,15791.40039,15823.04981,15606.5,15811.84961,15799.34961,392900
6/15/2021,15866.9502,15901.59961,15842.40039,15869.25,15811.84961,323300
6/16/2021,15847.5,15880.84961,15742.59961,15767.54981,15869.25,340200
6/17/2021,15648.29981,15769.34961,15616.75,15691.40039,15767.54981,357600
6/18/2021,15756.5,15761.5,15450.90039,15683.34961,15691.40039,640800
6/21/2021,15525.84961,15765.15039,15505.65039,15746.5,15683.34961,351500
6/22/2021,15840.5,15895.75,15752.09961,15772.75,15746.5,322200
6/23/2021,15862.79981,15862.9502,15673.9502,15686.9502,15772.75,287500
6/24/2021,15737.29981,15821.40039,15702.7002,15790.4502,15686.9502,316700
6/25/2021,15839.34961,15870.79981,15772.29981,15860.34961,15790.4502,314600
6/28/2021,15915.34961,15915.65039,15792.15039,15814.7002,15860.34961,255100
6/29/2021,15807.5,15835.90039,15724.04981,15748.4502,15814.7002,360300
6/30/2021,15776.90039,15839.09961,15708.75,15721.5,15748.4502,262400
7/1/2021,15755.04981,15755.54981,15667.04981,15680,15721.5,224900
7/2/2021,15705.84961,15738.34961,15635.9502,15722.2002,15680,254800
7/5/2021,15793.40039,15845.9502,15762.04981,15834.34961,15722.2002,207000
7/6/2021,15813.75,15914.2002,15801,15818.25,15834.34961,391400
7/7/2021,15819.59961,15893.54981,15779.7002,15879.65039,15818.25,329300
7/8/2021,15855.40039,15885.75,15682.90039,15727.90039,15879.65039,307900
7/9/2021,15688.25,15730.84961,15632.75,15689.79981,15727.90039,243200
7/12/2021,15766.79981,15789.2002,15644.75,15692.59961,15689.79981,216300
7/13/2021,15794,15820.79981,15744.59961,15812.34961,15692.59961,246700
7/14/2021,15808.7002,15877.34961,15764.2002,15853.9502,15812.34961,0
7/15/2021,15872.15039,15952.34961,15855,15924.2002,15853.9502,284900
7/16/2021,15958.34961,15962.25,15882.59961,15923.40039,15924.2002,276300
7/19/2021,15754.5,15836.90039,15707.5,15752.40039,15923.40039,242100
7/20/2021,15703.9502,15728.4502,15578.54981,15632.09961,15752.40039,274300
7/22/2021,15736.59961,15834.79981,15726.40039,15824.04981,15632.09961,265300
7/23/2021,15856.79981,15899.79981,15768.40039,15856.04981,15824.04981,294100
7/26/2021,15849.29981,15893.34961,15797,15824.4502,15856.04981,267100
7/27/2021,15860.5,15881.54981,15701,15746.4502,15824.4502,311000
7/28/2021,15761.54981,15767.5,15513.4502,15709.40039,15746.4502,318600
7/29/2021,15762.7002,15817.34961,15737.79981,15778.4502,15709.40039,401600
7/30/2021,15800.59961,15862.79981,15744.84961,15763.04981,15778.4502,400000
8/2/2021,15874.90039,15892.90039,15834.65039,15885.15039,15763.04981,244800
8/3/2021,15951.54981,16146.90039,15914.34961,16130.75,15885.15039,341300
8/4/2021,16195.25,16290.2002,16176.15039,16258.79981,16130.75,427300
8/5/2021,16288.9502,16349.4502,16210.29981,16294.59961,16258.79981,418200
8/6/2021,16304.40039,16336.75,16223.29981,16238.2002,16294.59961,320100
8/9/2021,16281.34961,16320.75,16179.04981,16258.25,16238.2002,240500
8/10/2021,16274.79981,16359.25,16202.25,16280.09961,16258.25,288000
8/11/2021,16327.29981,16338.75,16162.54981,16282.25,16280.09961,277900
8/12/2021,16303.65039,16375.5,16286.90039,16364.40039,16282.25,280200
8/13/2021,16385.69922,16543.59961,16376.29981,16529.09961,16364.40039,321900
8/16/2021,16518.40039,16589.40039,16480.75,16563.05078,16529.09961,254000
8/17/2021,16545.25,16628.55078,16495.40039,16614.59961,16563.05078,297400
8/18/2021,16691.94922,16701.84961,16535.84961,16568.84961,16614.59961,251800
8/20/2021,16382.5,16509.55078,16376.04981,16450.5,16568.84961,350800
8/23/2021,16592.25,16592.5,16395.69922,16496.44922,16450.5,275600
8/24/2021,16561.40039,16647.09961,16495.30078,16624.59961,16496.44922,275400
8/25/2021,16654,16712.44922,16617.5,16634.65039,16624.59961,265900
8/26/2021,16627.94922,16683.69922,16603.40039,16636.90039,16634.65039,253500
8/27/2021,16642.55078,16722.05078,16565.59961,16705.19922,16636.90039,217400
8/30/2021,16775.84961,16951.5,16764.84961,16931.05078,16705.19922,283500
8/31/2021,16947.5,17153.5,16915.84961,17132.19922,16931.05078,464400
9/1/2021,17185.59961,17225.75,17055.05078,17076.25,17132.19922,301900
9/2/2021,17095.40039,17245.5,17059.69922,17234.15039,17076.25,242400
9/3/2021,17262.44922,17340.09961,17212.19922,17323.59961,17234.15039,261400
9/6/2021,17399.34961,17429.55078,17345.55078,17377.80078,17323.59961,228000
9/7/2021,17401.55078,17436.5,17287,17362.09961,17377.80078,243400
9/8/2021,17375.75,17383.40039,17254.19922,17353.5,17362.09961,252700
9/9/2021,17312.84961,17379.65039,17302.69922,17369.25,17353.5,241500
9/13/2021,17363.55078,17378.34961,17269.15039,17355.30078,17369.25,241100
9/14/2021,17420.34961,17438.55078,17367.05078,17380,17355.30078,230400
9/15/2021,17387.65039,17532.69922,17386.90039,17519.44922,17380,388200
9/16/2021,17539.19922,17644.59961,17510.44922,17629.5,17519.44922,503300
9/17/2021,17709.65039,17792.94922,17537.65039,17585.15039,17629.5,508300
9/20/2021,17443.84961,17622.75,17361.80078,17396.90039,17585.15039,339100
9/21/2021,17450.5,17578.34961,17326.09961,17562,17396.90039,363600
9/22/2021,17580.90039,17610.44922,17524,17546.65039,17562,295200
9/23/2021,17670.84961,17843.90039,17646.55078,17822.94922,17546.65039,320500
9/24/2021,17897.44922,17947.65039,17819.40039,17853.19922,17822.94922,360100
9/27/2021,17932.19922,17943.5,17802.90039,17855.09961,17853.19922,295700
9/28/2021,17906.44922,17912.84961,17576.09961,17748.59961,17855.09961,398000
9/29/2021,17657.94922,17781.75,17608.15039,17711.30078,17748.59961,562200
9/30/2021,17718.90039,17742.15039,17585.34961,17618.15039,17711.30078,378600
10/1/2021,17531.90039,17557.15039,17452.90039,17532.05078,17618.15039,305800
10/4/2021,17615.55078,17750.90039,17581.34961,17691.25,17532.05078,295800
10/5/2021,17661.34961,17833.44922,17640.90039,17822.30078,17691.25,427000
10/6/2021,17861.5,17884.59961,17613.15039,17646,17822.30078,395800
10/7/2021,17810.55078,17857.55078,17763.80078,17790.34961,17646,419900
10/8/2021,17886.84961,17941.84961,17840.34961,17895.19922,17790.34961,324100
10/11/2021,17867.55078,18041.94922,17839.09961,17945.94922,17895.19922,375800
10/12/2021,17915.80078,18008.65039,17864.94922,17991.94922,17945.94922,355600
10/13/2021,18097.84961,18197.80078,18050.75,18161.75,17991.94922,506700
10/14/2021,18272.84961,18350.75,18248.69922,18338.55078,18161.75,538700
10/18/2021,18500.09961,18543.15039,18445.30078,18477.05078,18338.55078,469900
10/19/2021,18602.34961,18604.44922,18377.69922,18418.75,18477.05078,368200
10/20/2021,18439.90039,18458.30078,18209.34961,18266.59961,18418.75,371300
10/21/2021,18382.69922,18384.19922,18048,18178.09961,18266.59961,365900
10/22/2021,18230.69922,18314.25,18034.34961,18114.90039,18178.09961,324700
10/25/2021,18229.5,18241.40039,17968.5,18125.40039,18114.90039,418700
10/26/2021,18154.5,18310.44922,18099.30078,18268.40039,18125.40039,341400
10/27/2021,18295.84961,18342.05078,18167.90039,18210.94922,18268.40039,335200
10/28/2021,18187.65039,18190.69922,17799.44922,17857.25,18210.94922,374200
10/29/2021,17833.05078,17915.84961,17613.09961,17671.65039,17857.25,336500
11/1/2021,17783.15039,17954.09961,17697.09961,17929.65039,17671.65039,281200
11/2/2021,17970.90039,18012.25,17847.59961,17888.94922,17929.65039,296400
11/3/2021,17947.94922,17988.75,17757.94922,17829.19922,17888.94922,331000
11/4/2021,17935.05078,17947.55078,17900.59961,17916.80078,17829.19922,48500
11/8/2021,18040.19922,18087.80078,17836.09961,18068.55078,17916.80078,338900
11/9/2021,18084.34961,18112.59961,17983.05078,18044.25,18068.55078,270200
11/10/2021,17973.44922,18061.25,17915,18017.19922,18044.25,261400
11/11/2021,17967.44922,17971.34961,17798.19922,17873.59961,18017.19922,232100
11/12/2021,17977.59961,18123,17905.90039,18102.75,17873.59961,249100
11/15/2021,18140.94922,18210.15039,18071.30078,18109.44922,18102.75,280400
11/16/2021,18127.05078,18132.65039,17958.80078,17999.19922,18109.44922,267400
11/17/2021,17939.34961,18022.65039,17879.25,17898.65039,17999.19922,295700
11/18/2021,17890.55078,17945.59961,17688.5,17764.80078,17898.65039,278400
11/22/2021,17796.25,17805.25,17280.44922,17416.55078,17764.80078,356400
11/23/2021,17281.75,17553.69922,17216.09961,17503.34961,17416.55078,308800
11/24/2021,17550.05078,17600.59961,17354,17415.05078,17503.34961,298100
11/25/2021,17417.30078,17564.34961,17351.69922,17536.25,17415.05078,255900
11/26/2021,17338.75,17355.40039,16985.69922,17026.44922,17536.25,356300
11/29/2021,17055.80078,17160.69922,16782.40039,17053.94922,17026.44922,348900
11/30/2021,17051.15039,17324.65039,16931.40039,16983.19922,17053.94922,498000
12/1/2021,17104.40039,17213.05078,17064.25,17166.90039,16983.19922,295500
12/2/2021,17183.19922,17420.34961,17149.30078,17401.65039,17166.90039,279900
12/3/2021,17424.90039,17489.80078,17180.80078,17196.69922,17401.65039,292500
12/6/2021,17209.05078,17216.75,16891.69922,16912.25,17196.69922,231700
12/7/2021,17044.09961,17251.65039,16987.75,17176.69922,16912.25,254100
12/8/2021,17315.25,17484.59961,17308.94922,17469.75,17176.69922,257800
12/9/2021,17524.40039,17543.25,17379.59961,17516.84961,17469.75,237200
12/10/2021,17476.05078,17534.34961,17405.25,17511.30078,17516.84961,204500
12/13/2021,17619.09961,17639.5,17355.94922,17368.25,17511.30078,256600
12/14/2021,17283.19922,17376.19922,17225.80078,17324.90039,17368.25,271000
12/15/2021,17323.65039,17351.19922,17192.19922,17221.40039,17324.90039,215000
12/16/2021,17373,17379.34961,17184.94922,17248.40039,17221.40039,219500
12/17/2021,17276,17298.15039,16966.44922,16985.19922,17248.40039,354600
12/20/2021,16824.25,16840.09961,16410.19922,16614.19922,16985.19922,330600
12/21/2021,16773.15039,16936.40039,16688.25,16770.84961,16614.19922,241000
12/22/2021,16865.55078,16971,16819.5,16955.44922,16770.84961,207900
12/23/2021,17066.80078,17118.65039,17015.55078,17072.59961,16955.44922,197000
12/24/2021,17149.5,17155.59961,16909.59961,17003.75,17072.59961,182600
12/27/2021,16937.75,17112.05078,16833.19922,17086.25,17003.75,144800
12/28/2021,17177.59961,17250.25,17161.15039,17233.25,17086.25,176000
12/29/2021,17220.09961,17285.94922,17176.65039,17213.59961,17233.25,161700
12/30/2021,17201.44922,17264.05078,17146.34961,17203.94922,17213.59961,320800
12/31/2021,17244.5,17400.80078,17238.5,17354.05078,17203.94922,167000
1/3/2022,17387.15039,17646.65039,17383.30078,17625.69922,17354.05078,200500
1/4/2022,17681.40039,17827.59961,17593.55078,17805.25,17625.69922,247400
1/5/2022,17820.09961,17944.69922,17748.84961,17925.25,17805.25,251500
1/6/2022,17768.5,17797.94922,17655.55078,17745.90039,17925.25,236500
1/7/2022,17797.59961,17905,17704.55078,17812.69922,17745.90039,239300
1/10/2022,17913.30078,18017.44922,17879.15039,18003.30078,17812.69922,232400
1/11/2022,17997.75,18081.25,17964.40039,18055.75,18003.30078,220200
1/12/2022,18170.40039,18227.94922,18128.80078,18212.34961,18055.75,245000
1/13/2022,18257,18272.25,18163.80078,18257.80078,18212.34961,303700
1/14/2022,18185,18286.94922,18119.65039,18255.75,18257.80078,229500
1/17/2022,18235.65039,18321.55078,18228.75,18308.09961,18255.75,266700
1/18/2022,18337.19922,18350.94922,18085.90039,18113.05078,18308.09961,227500
1/19/2022,18129.19922,18129.19922,17884.90039,17938.40039,18113.05078,276700
1/20/2022,17921,17943.69922,17648.44922,17757,17938.40039,258100
1/21/2022,17613.69922,17707.59961,17485.84961,17617.15039,17757,277600
1/24/2022,17575.15039,17599.40039,16997.84961,17149.09961,17617.15039,323800
1/25/2022,17001.55078,17309.15039,16836.80078,17277.94922,17149.09961,326500
1/27/2022,17062,17182.5,16866.75,17110.15039,17277.94922,395600
1/28/2022,17208.30078,17373.5,17077.09961,17101.94922,17110.15039,355300
1/31/2022,17301.05078,17410,17264.15039,17339.84961,17101.94922,321700
2/1/2022,17529.44922,17622.40039,17244.55078,17576.84961,17339.84961,386400
2/2/2022,17706.19922,17794.59961,17674.80078,17780,17576.84961,271200
2/3/2022,17767.75,17781.15039,17511.15039,17560.19922,17780,226600
2/4/2022,17590.19922,17617.80078,17462.55078,17516.30078,17560.19922,261400
2/7/2022,17456.30078,17536.75,17119.40039,17213.59961,17516.30078,265000
2/8/2022,17279.84961,17306.44922,17043.65039,17266.75,17213.59961,268500
