Date,Open,High,Low,Close,Previous_close,Volume
2/9/2022,17370.09961,17477.15039,17339,17463.80078,17266.75,236400
2/10/2022,17554.09961,17639.44922,17427.15039,17605.84961,17463.80078,273600
2/11/2022,17451,17454.75,17303,17374.75,17605.84961,253100
2/14/2022,17076.15039,17099.5,16809.65039,16842.80078,17374.75,305500
2/15/2022,16933.25,17375,16839.25,17352.44922,16842.80078,298700
2/16/2022,17408.44922,17490.59961,17257.69922,17322.19922,17352.44922,244500
2/17/2022,17396.55078,17442.90039,17235.84961,17304.59961,17322.19922,232100
2/18/2022,17236.05078,17380.80078,17219.19922,17276.30078,17304.59961,189600
2/21/2022,17192.25,17351.05078,17070.69922,17206.65039,17276.30078,215200
2/22/2022,16847.94922,17148.55078,16843.80078,17092.19922,17206.65039,300100
2/23/2022,17194.5,17220.69922,17027.84961,17063.25,17092.19922,200200
2/24/2022,16548.90039,16705.25,16203.25,16247.9502,17063.25,458000
2/25/2022,16515.65039,16748.80078,16478.30078,16658.40039,16247.9502,329800
2/28/2022,16481.59961,16815.90039,16356.29981,16793.90039,16658.40039,404200
3/2/2022,16593.09961,16678.5,16478.65039,16605.94922,16793.90039,517700
3/3/2022,16723.19922,16768.94922,16442.94922,16498.05078,16605.94922,442100
3/4/2022,16339.4502,16456,16133.79981,16245.34961,16498.05078,456100
3/7/2022,15867.9502,15944.59961,15711.4502,15863.15039,16245.34961,585400
3/8/2022,15747.75,16028.75,15671.4502,16013.4502,15863.15039,543600
3/9/2022,16078,16418.05078,15990,16345.34961,16013.4502,462200
3/10/2022,16757.09961,16757.30078,16447.90039,16594.90039,16345.34961,486400
3/11/2022,16528.80078,16694.40039,16470.90039,16630.44922,16594.90039,343700
3/14/2022,16633.69922,16887.94922,16606.5,16871.30078,16630.44922,314700
3/15/2022,16900.65039,16927.75,16555,16663,16871.30078,381600
3/16/2022,16876.65039,16987.90039,16837.84961,16975.34961,16663,260000
3/17/2022,17202.90039,17344.59961,17175.75,17287.05078,16975.34961,448300
3/21/2022,17329.5,17353.34961,17096.40039,17117.59961,17287.05078,285500
3/22/2022,17120.40039,17334.40039,17006.30078,17315.5,17117.59961,338300
3/23/2022,17405.05078,17442.40039,17199.59961,17245.65039,17315.5,292100
3/24/2022,17094.94922,17291.75,17091.15039,17222.75,17245.65039,290300
3/25/2022,17289,17294.90039,17076.55078,17153,17222.75,237100
3/28/2022,17181.84961,17235.09961,17003.90039,17222,17153,253200
3/29/2022,17297.19922,17343.65039,17235.69922,17325.30078,17222,235100
3/30/2022,17468.15039,17522.5,17387.19922,17498.25,17325.30078,505000
3/31/2022,17519.19922,17559.80078,17435.19922,17464.75,17498.25,281100
4/1/2022,17436.90039,17703.69922,17422.69922,17670.44922,17464.75,291800
4/4/2022,17809.09961,18114.65039,17791.40039,18053.40039,17670.44922,345500
4/5/2022,18080.59961,18095.44922,17921.55078,17957.40039,18053.40039,283500
4/6/2022,17842.75,17901,17779.84961,17807.65039,17957.40039,328800
4/7/2022,17723.30078,17787.5,17623.69922,17639.55078,17807.65039,308800
4/8/2022,17698.15039,17842.75,17600.55078,17784.34961,17639.55078,274400
4/11/2022,17740.90039,17779.05078,17650.94922,17674.94922,17784.34961,251700
4/12/2022,17584.84961,17595.30078,17442.34961,17530.30078,17674.94922,266000
4/13/2022,17599.90039,17663.65039,17457.40039,17475.65039,17530.30078,245100
4/18/2022,17183.44922,17237.75,17067.84961,17173.65039,17475.65039,376100
4/19/2022,17258.94922,17275.65039,16824.69922,16958.65039,17173.65039,401400
4/20/2022,17045.25,17186.90039,16978.94922,17136.55078,16958.65039,286100
4/21/2022,17234.59961,17414.69922,17215.5,17392.59961,17136.55078,285200
4/22/2022,17242.75,17315.30078,17149.19922,17171.94922,17392.59961,262700
4/25/2022,17009.05078,17054.30078,16888.69922,16953.94922,17171.94922,275700
4/26/2022,17121.30078,17223.84961,17064.44922,17200.80078,16953.94922,261100
4/27/2022,17073.34961,17110.69922,16958.44922,17038.40039,17200.80078,265100
4/28/2022,17189.5,17322.5,17071.05078,17245.05078,17038.40039,312900
4/29/2022,17329.25,17377.65039,17053.25,17102.55078,17245.05078,336200
5/2/2022,16924.44922,17092.25,16917.25,17069.09961,17102.55078,278200
5/4/2022,17096.59961,17132.84961,16623.94922,16677.59961,17069.09961,310600
5/5/2022,16854.75,16945.69922,16651.84961,16682.65039,16677.59961,265800
5/6/2022,16415.55078,16484.19922,16340.90039,16411.25,16682.65039,300500
5/9/2022,16227.7002,16403.69922,16142.09961,16301.84961,16411.25,288400
5/10/2022,16248.90039,16404.55078,16197.29981,16240.04981,16301.84961,283100
5/11/2022,16270.04981,16318.75,15992.59961,16167.09961,16240.04981,284300
5/12/2022,16021.09961,16041.9502,15735.75,15808,16167.09961,314900
5/13/2022,15977,16083.59961,15740.84961,15782.15039,15808,369100
5/16/2022,15845.09961,15977.9502,15739.65039,15842.29981,15782.15039,217600
5/17/2022,15912.59961,16284.25,15900.79981,16259.29981,15842.29981,295700
5/18/2022,16318.15039,16399.80078,16211.2002,16240.29981,16259.29981,290400
5/19/2022,15917.40039,15984.75,15775.2002,15809.40039,16240.29981,313900
5/20/2022,16043.79981,16283.04981,16003.84961,16266.15039,15809.40039,252400
5/23/2022,16290.9502,16414.69922,16185.75,16214.7002,16266.15039,293800
5/24/2022,16225.54981,16262.79981,16078.59961,16125.15039,16214.7002,249800
5/25/2022,16196.34961,16223.34961,16006.9502,16025.79981,16125.15039,243300
5/26/2022,16105,16204.4502,15903.7002,16170.15039,16025.79981,314300
5/27/2022,16296.59961,16370.59961,16221.9502,16352.4502,16170.15039,274100
5/30/2022,16527.90039,16695.5,16506.15039,16661.40039,16352.4502,251400
5/31/2022,16578.44922,16690.75,16521.90039,16584.55078,16661.40039,651600
6/1/2022,16594.40039,16649.19922,16438.84961,16522.75,16584.55078,249600
6/2/2022,16481.65039,16646.40039,16443.05078,16628,16522.75,236000
6/3/2022,16761.65039,16793.84961,16567.90039,16584.30078,16628,245500
6/6/2022,16530.69922,16610.94922,16444.55078,16569.55078,16584.30078,233600
6/7/2022,16469.59961,16487.25,16347.09961,16416.34961,16569.55078,233800
6/8/2022,16474.94922,16514.30078,16293.34961,16356.25,16416.34961,243500
6/9/2022,16263.84961,16492.80078,16243.84961,16478.09961,16356.25,205000
6/10/2022,16283.9502,16324.7002,16172.59961,16201.79981,16478.09961,189700
6/13/2022,15877.54981,15886.15039,15684,15774.40039,16201.79981,225500
6/14/2022,15674.25,15858,15659.4502,15732.09961,15774.40039,225400
6/15/2022,15729.25,15783.65039,15678.90039,15692.15039,15732.09961,183000
6/16/2022,15832.25,15863.15039,15335.09961,15360.59961,15692.15039,264700
6/17/2022,15272.65039,15400.40039,15183.40039,15293.5,15360.59961,342600
6/20/2022,15334.5,15382.5,15191.09961,15350.15039,15293.5,260000
6/21/2022,15455.9502,15707.25,15419.84961,15638.79981,15350.15039,262800
6/22/2022,15545.65039,15565.40039,15385.9502,15413.29981,15638.79981,220900
6/23/2022,15451.54981,15628.4502,15367.5,15556.65039,15413.29981,259200
6/24/2022,15657.40039,15749.25,15619.4502,15699.25,15556.65039,219600
6/27/2022,15926.2002,15927.4502,15815.5,15832.04981,15699.25,210900
6/28/2022,15757.4502,15892.09961,15710.15039,15850.2002,15832.04981,251900
6/29/2022,15701.7002,15861.59961,15687.79981,15799.09961,15850.2002,444900
6/30/2022,15774.5,15890,15728.84961,15780.25,15799.09961,306000
7/1/2022,15703.7002,15793.9502,15511.04981,15752.04981,15780.25,364100
7/4/2022,15710.5,15852.34961,15661.79981,15835.34961,15752.04981,304300
7/5/2022,15909.15039,16025.75,15785.4502,15810.84961,15835.34961,254200
7/6/2022,15818.2002,16011.34961,15800.90039,15989.79981,15810.84961,288400
7/7/2022,16113.75,16150.5,16045.9502,16132.90039,15989.79981,264600
7/8/2022,16273.65039,16275.5,16157.90039,16220.59961,16132.90039,281100
7/11/2022,16136.15039,16248.54981,16115.5,16216,16220.59961,255900
7/12/2022,16126.2002,16158.75,16031.15039,16058.29981,16216,208600
7/13/2022,16128.2002,16140,15950.15039,15966.65039,16058.29981,233300
7/14/2022,16018.84961,16070.84961,15858.2002,15938.65039,15966.65039,228600
7/15/2022,16010.79981,16066.9502,15927.29981,16049.2002,15938.65039,205800
7/18/2022,16151.40039,16287.9502,16142.2002,16278.5,16049.2002,227700
7/19/2022,16187.04981,16359.5,16187.04981,16340.54981,16278.5,222600
7/20/2022,16562.80078,16588,16490.94922,16520.84961,16340.54981,284400
7/21/2022,16523.55078,16626.94922,16483.90039,16605.25,16520.84961,243600
7/22/2022,16661.25,16752.25,16610.90039,16719.44922,16605.25,190900
7/25/2022,16662.55078,16706.05078,16564.25,16631,16719.44922,211400
7/26/2022,16632.90039,16636.09961,16463.30078,16483.84961,16631,208200
7/27/2022,16475.34961,16653.44922,16438.75,16641.80078,16483.84961,185200
7/28/2022,16774.84961,16947.65039,16746.25,16929.59961,16641.80078,376300
7/29/2022,17079.5,17172.80078,17018.15039,17158.25,16929.59961,436100
8/1/2022,17243.19922,17356.25,17154.80078,17340.05078,17158.25,381500
8/2/2022,17310.15039,17390.15039,17215.84961,17345.44922,17340.05078,333600
8/3/2022,17349.25,17407.5,17225.84961,17388.15039,17345.44922,285400
8/4/2022,17463.09961,17490.69922,17161.25,17382,17388.15039,325000
8/5/2022,17423.65039,17474.40039,17348.75,17397.5,17382,355300
8/8/2022,17401.5,17548.80078,17359.75,17525.09961,17397.5,257000
8/10/2022,17566.09961,17566.09961,17442.80078,17534.75,17525.09961,312700
8/11/2022,17711.65039,17719.30078,17631.94922,17659,17534.75,311200
8/12/2022,17659.65039,17724.65039,17597.84961,17698.15039,17659,303900
8/16/2022,17797.19922,17839.09961,17764.05078,17825.25,17698.15039,0
8/17/2022,17868.15039,17965.94922,17833.34961,17944.25,17825.25,262800
8/18/2022,17898.65039,17968.44922,17852.05078,17956.5,17944.25,263900
8/19/2022,17966.55078,17992.19922,17710.75,17758.44922,17956.5,295600
8/22/2022,17682.90039,17690.05078,17467.34961,17490.69922,17758.44922,287600
8/23/2022,17357.34961,17625.55078,17345.19922,17577.5,17490.69922,285600
8/24/2022,17525.44922,17623.65039,17499.25,17604.94922,17577.5,262000
8/25/2022,17679,17726.5,17487.44922,17522.44922,17604.94922,230200
8/26/2022,17619.30078,17685.84961,17519.34961,17558.90039,17522.44922,266600
8/29/2022,17188.65039,17380.15039,17166.19922,17312.90039,17558.90039,244900
8/30/2022,17414.94922,17777.65039,17401.5,17759.30078,17312.90039,324700
9/1/2022,17485.69922,17695.59961,17468.44922,17542.80078,17759.30078,308500
9/2/2022,17598.40039,17643.84961,17476.44922,17539.44922,17542.80078,256300
9/5/2022,17546.44922,17683.15039,17540.34961,17665.80078,17539.44922,230300
9/6/2022,17695.69922,17764.65039,17587.65039,17655.59961,17665.80078,251200
9/7/2022,17519.40039,17650.75,17484.30078,17624.40039,17655.59961,354100
9/8/2022,17748.15039,17807.65039,17691.94922,17798.75,17624.40039,279800
9/9/2022,17923.34961,17925.94922,17786,17833.34961,17798.75,270300
9/12/2022,17890.84961,17980.55078,17889.15039,17936.34961,17833.34961,228200
9/13/2022,18044.44922,18088.30078,18015.44922,18070.05078,17936.34961,259900
9/14/2022,17771.15039,18091.55078,17771.15039,18003.75,18070.05078,365900
9/15/2022,18046.34961,18096.15039,17861.5,17877.40039,18003.75,289600
9/16/2022,17796.80078,17820.05078,17497.25,17530.84961,17877.40039,468500
9/19/2022,17540.65039,17667.19922,17429.69922,17622.25,17530.84961,258300
9/20/2022,17770.40039,17919.30078,17744.40039,17816.25,17622.25,263100
9/21/2022,17766.34961,17838.69922,17663.59961,17718.34961,17816.25,245500
9/22/2022,17609.65039,17722.75,17532.44922,17629.80078,17718.34961,284100
9/23/2022,17593.84961,17642.15039,17291.65039,17327.34961,17629.80078,390800
9/26/2022,17156.30078,17196.40039,16978.30078,17016.30078,17327.34961,492000
9/27/2022,17110.90039,17176.44922,16942.34961,17007.40039,17016.30078,359900
9/28/2022,16870.55078,17037.59961,16820.40039,16858.59961,17007.40039,323900
9/29/2022,16993.59961,17026.05078,16788.59961,16818.09961,16858.59961,340000
9/30/2022,16798.05078,17187.09961,16747.69922,17094.34961,16818.09961,376100
10/3/2022,17102.09961,17114.65039,16855.55078,16887.34961,17094.34961,278400
10/4/2022,17147.44922,17287.30078,17117.30078,17274.30078,16887.34961,226000
10/6/2022,17379.25,17428.80078,17315.65039,17331.80078,17274.30078,265500
10/7/2022,17287.19922,17337.34961,17216.94922,17314.65039,17331.80078,216300
10/10/2022,17094.34961,17280.15039,17064.69922,17241,17314.65039,234000
10/11/2022,17256.05078,17261.80078,16950.30078,16983.55078,17241,282600
10/12/2022,17025.55078,17142.34961,16960.05078,17123.59961,16983.55078,256000
10/13/2022,17087.34961,17112.34961,16956.94922,17014.34961,17123.59961,266400
10/14/2022,17322.30078,17348.55078,17169.75,17185.69922,17014.34961,227000
10/17/2022,17144.80078,17328.55078,17098.55078,17311.80078,17185.69922,212200
10/18/2022,17438.75,17527.80078,17434.05078,17486.94922,17311.80078,239500
10/19/2022,17568.15039,17607.59961,17472.84961,17512.25,17486.94922,210500
10/20/2022,17423.09961,17584.15039,17421,17563.94922,17512.25,249600
10/21/2022,17622.84961,17670.15039,17520.75,17576.30078,17563.94922,277700
10/24/2022,17736.34961,17777.55078,17707.40039,17730.75,17576.30078,45000
10/25/2022,17808.30078,17811.5,17637,17656.34961,17730.75,251400
10/27/2022,17771.40039,17783.90039,17654.5,17736.94922,17656.34961,324600
10/28/2022,17756.40039,17838.90039,17723.69922,17786.80078,17736.94922,250000
10/31/2022,17910.19922,18022.80078,17899.90039,18012.19922,17786.80078,227200
11/1/2022,18130.69922,18175.80078,18060.15039,18145.40039,18012.19922,349900
11/2/2022,18177.90039,18178.75,18048.65039,18082.84961,18145.40039,270900
11/3/2022,17968.34961,18106.30078,17959.19922,18052.69922,18082.84961,213000
11/4/2022,18053.40039,18135.09961,18017.15039,18117.15039,18052.69922,267900
11/7/2022,18211.75,18255.5,18064.75,18202.80078,18117.15039,314800
11/9/2022,18288.25,18296.40039,18117.5,18157,18202.80078,307200
11/10/2022,18044.34961,18103.09961,17969.40039,18028.19922,18157,256500
11/11/2022,18272.34961,18362.30078,18259.34961,18349.69922,18028.19922,378500
11/14/2022,18376.40039,18399.44922,18311.40039,18329.15039,18349.69922,301400
11/15/2022,18362.75,18427.94922,18282,18403.40039,18329.15039,250900
11/16/2022,18398.25,18442.15039,18344.15039,18409.65039,18403.40039,219300
11/17/2022,18358.69922,18417.59961,18312.94922,18343.90039,18409.65039,200500
11/18/2022,18382.94922,18394.59961,18209.80078,18307.65039,18343.90039,198800
11/21/2022,18246.40039,18262.30078,18133.34961,18159.94922,18307.65039,213800
11/22/2022,18179.15039,18261.84961,18137.69922,18244.19922,18159.94922,177700
11/23/2022,18325.19922,18325.40039,18246,18267.25,18244.19922,178800
11/24/2022,18326.09961,18529.69922,18294.25,18484.09961,18267.25,204000
11/25/2022,18528.44922,18534.90039,18445.09961,18512.75,18484.09961,205900
11/28/2022,18430.55078,18614.25,18365.59961,18562.75,18512.75,206500
11/29/2022,18552.44922,18678.09961,18552.15039,18618.05078,18562.75,195300
11/30/2022,18625.69922,18816.05078,18616.55078,18758.34961,18618.05078,345600
12/1/2022,18871.94922,18887.59961,18778.19922,18812.5,18758.34961,325000
12/2/2022,18752.40039,18781.94922,18639.19922,18696.09961,18812.5,254400
12/5/2022,18719.55078,18728.59961,18591.34961,18701.05078,18696.09961,288400
12/6/2022,18600.65039,18654.90039,18577.90039,18642.75,18701.05078,217800
12/7/2022,18638.84961,18668.30078,18528.40039,18560.5,18642.75,200500
12/8/2022,18570.84961,18625,18536.94922,18609.34961,18560.5,202800
12/9/2022,18662.40039,18664.69922,18410.09961,18496.59961,18609.34961,215800
12/12/2022,18402.15039,18521.55078,18345.69922,18497.15039,18496.59961,193900
12/13/2022,18524.40039,18617.25,18490.19922,18608,18497.15039,187600
12/14/2022,18671.25,18696.09961,18632.90039,18660.30078,18608,208000
12/15/2022,18614.40039,18652.90039,18387.69922,18414.90039,18660.30078,183100
12/16/2022,18319.09961,18440.94922,18255.15039,18269,18414.90039,277700
12/19/2022,18288.09961,18431.65039,18244.55078,18420.44922,18269,154800
12/20/2022,18340.30078,18404.90039,18202.65039,18385.30078,18420.44922,169000
12/21/2022,18435.15039,18473.34961,18162.75,18199.09961,18385.30078,187600
12/22/2022,18288.80078,18318.75,18068.59961,18127.34961,18199.09961,195700
12/23/2022,17977.65039,18050.44922,17779.5,17806.80078,18127.34961,221500
12/26/2022,17830.40039,18084.09961,17774.25,18014.59961,17806.80078,176700
12/27/2022,18089.80078,18149.25,17967.44922,18132.30078,18014.59961,214300
12/28/2022,18084.75,18173.09961,18068.34961,18122.5,18132.30078,193900
12/29/2022,18045.69922,18229.69922,17992.80078,18191,18122.5,281100
12/30/2022,18259.09961,18265.25,18080.30078,18105.30078,18191,192000
1/2/2023,18131.69922,18215.15039,18086.5,18197.44922,18105.30078,256100
1/3/2023,18163.19922,18251.94922,18149.80078,18232.55078,18197.44922,208700
1/4/2023,18230.65039,18243,18020.59961,18042.94922,18232.55078,235200
1/5/2023,18101.94922,18120.30078,17892.59961,17992.15039,18042.94922,269900
1/6/2023,18008.05078,18047.40039,17795.55078,17859.44922,17992.15039,238200
1/9/2023,17952.55078,18141.40039,17936.15039,18101.19922,17859.44922,257200
1/10/2023,18121.30078,18127.59961,17856,17914.15039,18101.19922,283300
1/11/2023,17924.25,17976.34961,17824.34961,17895.69922,17914.15039,259900
1/12/2023,17920.84961,17945.80078,17761.65039,17858.19922,17895.69922,227800
1/13/2023,17867.5,17999.34961,17774.25,17956.59961,17858.19922,256700
1/16/2023,18033.15039,18049.65039,17853.65039,17894.84961,17956.59961,206200
1/17/2023,17922.80078,18072.05078,17886.94922,18053.30078,17894.84961,219100
1/18/2023,18074.30078,18183.75,18032.44922,18165.34961,18053.30078,255800
1/19/2023,18119.80078,18155.19922,18063.75,18107.84961,18165.34961,237800
1/20/2023,18115.59961,18145.44922,18016.19922,18027.65039,18107.84961,237200
1/23/2023,18118.44922,18162.59961,18063.44922,18118.55078,18027.65039,202500
1/24/2023,18183.94922,18201.25,18078.65039,18118.30078,18118.55078,216900
1/25/2023,18093.34961,18100.59961,17846.15039,17891.94922,18118.30078,257200
1/27/2023,17877.19922,17884.75,17493.55078,17604.34961,17891.94922,476300
1/30/2023,17541.94922,17709.15039,17405.55078,17648.94922,17604.34961,432400
1/31/2023,17731.44922,17735.69922,17537.55078,17662.15039,17648.94922,398300
2/1/2023,17811.59961,17972.19922,17353.40039,17616.30078,17662.15039,512900
2/2/2023,17517.09961,17653.90039,17445.94922,17610.40039,17616.30078,490100
2/3/2023,17721.75,17870.30078,17584.19922,17854.05078,17610.40039,424100
2/6/2023,17818.55078,17823.69922,17698.34961,17764.59961,17854.05078,282500
2/7/2023,17790.09961,17811.15039,17652.55078,17721.5,17764.59961,354400
2/8/2023,17750.30078,17898.69922,17744.15039,17871.69922,17721.5,291000
2/9/2023,17885.5,17916.90039,17779.80078,17893.44922,17871.69922,260900
2/10/2023,17847.55078,17876.94922,17801,17856.5,17893.44922,232000
2/13/2023,17859.09961,17880.69922,17719.75,17770.90039,17856.5,231300
2/14/2023,17840.34961,17954.55078,17800.05078,17929.84961,17770.90039,244500
2/15/2023,17896.59961,18034.09961,17853.80078,18015.84961,17929.84961,229300
2/16/2023,18094.75,18134.75,18000.65039,18035.84961,18015.84961,230200
2/17/2023,17974.84961,18034.25,17884.59961,17944.19922,18035.84961,208100
2/20/2023,17965.55078,18004.34961,17818.40039,17844.59961,17944.19922,174600
2/21/2023,17905.80078,17924.90039,17800.30078,17826.69922,17844.59961,198200
2/22/2023,17755.34961,17772.5,17529.44922,17554.30078,17826.69922,204000
2/23/2023,17574.65039,17620.05078,17455.40039,17511.25,17554.30078,240800
2/24/2023,17591.34961,17599.75,17421.80078,17465.80078,17511.25,209400
2/27/2023,17428.59961,17451.59961,17299,17392.69922,17465.80078,246400
2/28/2023,17383.25,17440.44922,17255.19922,17303.94922,17392.69922,420900
3/1/2023,17360.09961,17467.75,17345.25,17450.90039,17303.94922,272900
3/2/2023,17421.5,17445.80078,17306,17321.90039,17450.90039,310700
3/3/2023,17451.25,17644.75,17427.69922,17594.34961,17321.90039,356200
3/6/2023,17680.34961,17799.94922,17671.94922,17711.44922,17594.34961,362800
3/8/2023,17665.75,17766.5,17602.25,17754.40039,17711.44922,267000
3/9/2023,17772.05078,17772.34961,17573.59961,17589.59961,17754.40039,262400
3/10/2023,17443.80078,17451.5,17324.34961,17412.90039,17589.59961,235900
3/13/2023,17421.90039,17529.90039,17113.44922,17154.30078,17412.90039,254900
3/14/2023,17160.55078,17224.65039,16987.09961,17043.30078,17154.30078,290600
3/15/2023,17166.44922,17211.34961,16938.90039,16972.15039,17043.30078,248200
3/16/2023,16994.65039,17062.44922,16850.15039,16985.59961,16972.15039,349800
3/17/2023,17111.80078,17145.80078,16958.15039,17100.05078,16985.59961,408100
3/20/2023,17066.59961,17066.59961,16828.34961,16988.40039,17100.05078,241800
3/21/2023,17060.40039,17127.69922,17016,17107.5,16988.40039,246700
3/22/2023,17177.44922,17207.25,17107.84961,17151.90039,17107.5,0
3/23/2023,17097.40039,17205.40039,17045.30078,17076.90039,17151.90039,219200
3/24/2023,17076.19922,17109.44922,16917.34961,16945.05078,17076.90039,228000
3/27/2023,16984.30078,17091,16918.55078,16985.69922,16945.05078,218400
3/28/2023,17031.75,17061.75,16913.75,16951.69922,16985.69922,238800
3/29/2023,16977.30078,17126.15039,16940.59961,17080.69922,16951.69922,345900
3/31/2023,17210.34961,17381.59961,17204.65039,17359.75,17080.69922,263900
4/3/2023,17427.94922,17428.05078,17312.75,17398.05078,17359.75,230200
4/5/2023,17422.30078,17570.55078,17402.69922,17557.05078,17398.05078,248300
4/6/2023,17533.84961,17638.69922,17502.84961,17599.15039,17557.05078,242700
4/10/2023,17634.90039,17694.09961,17597.94922,17624.05078,17599.15039,254800
4/11/2023,17704.80078,17748.75,17655.15039,17722.30078,17624.05078,304300
4/12/2023,17759.55078,17825.75,17717.25,17812.40039,17722.30078,232800
4/13/2023,17807.30078,17842.15039,17729.65039,17828,17812.40039,285800
4/17/2023,17863,17863,17574.05078,17706.84961,17828,357400
4/18/2023,17766.59961,17766.59961,17610.19922,17660.15039,17706.84961,258900
4/19/2023,17653.34961,17666.15039,17579.84961,17618.75,17660.15039,281500
4/20/2023,17638.59961,17684.44922,17584.34961,17624.44922,17618.75,215100
4/21/2023,17639.75,17663.19922,17553.94922,17624.05078,17624.44922,230200
4/24/2023,17707.55078,17754.5,17612.5,17743.40039,17624.05078,255700
4/25/2023,17761.55078,17807.44922,17716.84961,17769.25,17743.40039,297400
4/26/2023,17767.30078,17827.75,17711.19922,17813.59961,17769.25,233000
4/27/2023,17813.09961,17931.59961,17797.90039,17915.05078,17813.59961,241400
4/28/2023,17950.40039,18089.15039,17885.30078,18065,17915.05078,290300
5/2/2023,18124.80078,18180.25,18101.75,18147.65039,18065,265200
5/3/2023,18113.80078,18116.34961,18042.40039,18089.84961,18147.65039,226200
5/4/2023,18081,18267.44922,18066.69922,18255.80078,18089.84961,226600
5/5/2023,18117.30078,18216.94922,18055.44922,18069,18255.80078,239700
5/8/2023,18120.59961,18286.94922,18100.30078,18264.40039,18069,228400
5/9/2023,18303.40039,18344.19922,18229.65039,18265.94922,18264.40039,245400
5/10/2023,18313.59961,18326.75,18211.94922,18315.09961,18265.94922,220500
5/11/2023,18357.80078,18389.69922,18270.40039,18297,18315.09961,248900
5/12/2023,18273.75,18342.75,18194.55078,18314.80078,18297,241700
5/15/2023,18339.30078,18458.90039,18287.90039,18398.84961,18314.80078,216100
5/16/2023,18432.34961,18432.34961,18264.34961,18286.5,18398.84961,219500
5/17/2023,18300.44922,18309,18115.34961,18181.75,18286.5,229900
5/18/2023,18287.5,18297.19922,18104.84961,18129.94922,18181.75,272100
5/19/2023,18186.15039,18218.09961,18060.40039,18203.40039,18129.94922,260900
5/22/2023,18201.09961,18335.25,18178.84961,18314.40039,18203.40039,262600
5/23/2023,18362.90039,18419.75,18324.19922,18348,18314.40039,270400
5/24/2023,18294.80078,18392.59961,18262.94922,18285.40039,18348,232600
5/25/2023,18268.90039,18338.09961,18202.40039,18321.15039,18285.40039,235900
5/26/2023,18368.34961,18508.55078,18333.15039,18499.34961,18321.15039,198700
5/29/2023,18619.15039,18641.19922,18581.25,18598.65039,18499.34961,265300
5/30/2023,18606.65039,18662.44922,18575.5,18633.84961,18598.65039,234400
5/31/2023,18594.19922,18603.90039,18483.84961,18534.40039,18633.84961,696500
6/1/2023,18579.40039,18580.30078,18464.55078,18487.75,18534.40039,265600
6/2/2023,18550.84961,18573.69922,18478.40039,18534.09961,18487.75,270900
6/5/2023,18612,18640.15039,18582.80078,18593.84961,18534.09961,256100
6/6/2023,18600.80078,18622.75,18531.59961,18599,18593.84961,220800
6/7/2023,18665.59961,18738.94922,18636,18726.40039,18599,260100
6/8/2023,18725.34961,18777.90039,18615.59961,18634.55078,18726.40039,286500
6/9/2023,18655.90039,18676.65039,18555.40039,18563.40039,18634.55078,221800
6/12/2023,18595.05078,18633.59961,18559.75,18601.5,18563.40039,179500
6/13/2023,18631.80078,18728.90039,18631.80078,18716.15039,18601.5,233200
6/14/2023,18744.59961,18769.69922,18690,18755.90039,18716.15039,261400
6/15/2023,18774.44922,18794.09961,18669.05078,18688.09961,18755.90039,263000
6/16/2023,18723.30078,18864.69922,18710.5,18826,18688.09961,272800
6/19/2023,18873.30078,18881.44922,18719.15039,18755.44922,18826,219800
